genre_ids
"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
"[{}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]"
"[{}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]"
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]"
[{}]
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
"[{'id': 18, 'name': 'Drama'}]"
"[{}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]"
"[{'id': 35, 'name': 'Comedy'}]"
[{}]
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
"[{'id': 27, 'name': 'Horror'}, {'id': 14, 'name': 'Fantasy'}]"
"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]"
"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]"
"[{'id': 18, 'name': 'Drama'}, {}, {'id': 53, 'name': 'Thriller'}]"
"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]"
"[{}, {'id': 53, 'name': 'Thriller'}]"
"[{'id': 18, 'name': 'Drama'}]"
"[{}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]"
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
"[{'id': 18, 'name': 'Drama'}]"
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
"[{}, {'id': 53, 'name': 'Thriller'}]"
"[{'id': 18, 'name': 'Drama'}, {}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]"
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]"
"[{}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]"
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]"
"[{'id': 18, 'name': 'Drama'}]"
"[{}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]"
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]"
"[{}, {'id': 12, 'name': 'Adventure'}]"
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
"[{'id': 18, 'name': 'Drama'}]"
"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {}]"
"[{'id': 18, 'name': 'Drama'}, {}, {'id': 10749, 'name': 'Romance'}]"
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
"[{'id': 18, 'name': 'Drama'}, {}, {'id': 10749, 'name': 'Romance'}]"
"[{}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]"
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
"[{}, {'id': 53, 'name': 'Thriller'}]"
"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}]"
"[{}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]"
"[{'id': 53, 'name': 'Thriller'}, {}, {'id': 80, 'name': 'Crime'}]"
"[{'id': 18, 'name': 'Drama'}]"
"[{'id': 10749, 'name': 'Romance'}, {'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]"
"[{}, {'id': 53, 'name': 'Thriller'}]"
"[{}, {'id': 878, 'name': 'Science Fiction'}]"
"[{'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]"
"[{}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}]"
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
"[{'id': 80, 'name': 'Crime'}, {}, {'id': 35, 'name': 'Comedy'}]"
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
"[{}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]"
"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]"
"[{'id': 18, 'name': 'Drama'}, {}]"
"[{}, {'id': 878, 'name': 'Science Fiction'}]"
"[{}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]"
"[{'id': 53, 'name': 'Thriller'}]"
"[{'id': 18, 'name': 'Drama'}, {}, {'id': 80, 'name': 'Crime'}]"
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
"[{}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]"
"[{}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]"
"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {}]"
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]"
"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]"
"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]"
"[{'id': 35, 'name': 'Comedy'}]"
"[{'id': 10749, 'name': 'Romance'}, {'id': 10402, 'name': 'Music'}, {'id': 10752, 'name': 'War'}, {}]"
"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {}]"
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {}]"
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
"[{}, {'id': 53, 'name': 'Thriller'}]"
"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]"
"[{}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]"
"[{'id': 18, 'name': 'Drama'}]"
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]"
"[{}, {'id': 10752, 'name': 'War'}, {'id': 53, 'name': 'Thriller'}]"
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]"
[{}]
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
"[{'id': 12, 'name': 'Adventure'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]"
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]"
"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
"[{'id': 18, 'name': 'Drama'}]"
"[{'id': 53, 'name': 'Thriller'}]"
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
"[{'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]"
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]"
"[{'id': 12, 'name': 'Adventure'}, {}, {'id': 878, 'name': 'Science Fiction'}]"
"[{'id': 35, 'name': 'Comedy'}]"
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
"[{}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]"
"[{}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]"
"[{'id': 18, 'name': 'Drama'}, {}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]"
"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]"
